tax_name,tax_name_english,english_explanation,revenue_eur,revenue_pct_gdp,source_for_data,notes
Contribution au remboursement de la dette sociale,Tax for the settlement of the social debt (CRDS),Eurostat national-tax-list line classified as ESA code D51M. Economic function: SPLIT1.,9084000000,0.311107,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D51M; DETAILS C03; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Contribution aux unions régionales des professionnels de santé (CURPS),Low-yield budget-raising levy on payroll paid by businesses,Low-yield budget-raising levy on payroll paid by businesses. Collector: URSSAF. Beneficiary: Unions régionales des Professionnels de santé URPS.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 346; Enjeu 2024",Cour low-yield-tax inventory id 346. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Masse salariale. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Contribution conventionnelle à la formation pour les entreprises de travail temporaire,Low-yield market-failure correction levy on payroll paid by businesses,Low-yield market-failure correction levy on payroll paid by businesses. Collector: Opérateurs de Compétences (OPCO). Beneficiary: Fonds pour l'emploi du travail temporaire (FPETT).,68500000,0.002346,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 12; Enjeu 2024","Cour low-yield-tax inventory id 12. Status: En vigueur entre 2019 et 2024. Objective: Correction défaillance marché; payer: Entreprises; base: Masse salariale. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Contribution de solidarité pour l'autonomie,Taxes benefitting to the national solidarity fund for autonomy (CNSA),Eurostat national-tax-list line classified as ESA code D29C. Economic function: employer labour.,2468000000,0.084523,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D29C; DETAILS C05; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Contribution de sécurité immobilière,Registry land tax,Eurostat national-tax-list line classified as ESA code D214B. Economic function: capital/stock of wealth. Environmental/property tag: other property.,692000000,0.023699,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214B; DETAILS C01; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Contribution des diffuseurs d'oeuvres au financement de la protection sociale des artistes auteurs,Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: URSSAF. Beneficiary: Organismes de sécurité sociale / Action sociale des artistes-auteurs (AGESSA).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 345; Enjeu 2024",Cour low-yield-tax inventory id 345. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Contribution des distributeurs d'énergie électrique basse tension,Contribution of low voltage electric energy suppliers,Eurostat national-tax-list line classified as ESA code D214L. Economic function: consumption. Environmental/property tag: energy.,378000000,0.012946,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214L; DETAILS C02; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Contribution des employeurs de main d'œuvre étrangère permanente,Low-yield budget-raising levy on payroll paid by businesses,Low-yield budget-raising levy on payroll paid by businesses. Collector: DGFiP. Beneficiary: Office français de l'immigration et de l'intégration (OFII).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 17; Enjeu 2024",Cour low-yield-tax inventory id 17. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Masse salariale. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Contribution des employeurs de main d'œuvre étrangère saisonnière,Low-yield budget-raising levy on payroll paid by businesses,Low-yield budget-raising levy on payroll paid by businesses. Collector: DGFiP. Beneficiary: Office français de l'immigration et de l'intégration (OFII).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 18; Enjeu 2024",Cour low-yield-tax inventory id 18. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Masse salariale. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Contribution des employeurs de main d'œuvre étrangère temporaire,Low-yield budget-raising levy on payroll paid by businesses,Low-yield budget-raising levy on payroll paid by businesses. Collector: DGFiP. Beneficiary: Office français de l'immigration et de l'intégration (OFII).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 19; Enjeu 2024",Cour low-yield-tax inventory id 19. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Masse salariale. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Contribution des institutions financières,Low-yield budget-raising levy on consumption paid by businesses,Low-yield budget-raising levy on consumption paid by businesses. Collector: DGFiP. Beneficiary: Budget général.,88500,0.000003,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 20; Enjeu 2019 uprated to 2024 using INSEE CPI",Cour low-yield-tax inventory id 20. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 0.077m. No Cour Enjeu 2024 figure; revenue is an estimate from Cour Enjeu 2019 uprated to 2024 using INSEE annual-average CPI inflation for 2020-2024. CPI uprating factor used: 1.149347008.
Contribution due par les entreprises fabriquant ou exploitant des dispositifs médicaux sur leurs dépenses de publicité,Low-yield budget-raising levy on consumption paid by businesses,Low-yield budget-raising levy on consumption paid by businesses. Collector: URSSAF. Beneficiary: Caisse nationale d'assurance-maladie (CNAM).,60580676,0.002075,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 21; Enjeu 2024","Cour low-yield-tax inventory id 21. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 44.698m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Contribution due par les laboratoires sur leurs dépenses de publicité,Low-yield budget-raising levy on consumption paid by businesses,Low-yield budget-raising levy on consumption paid by businesses. Collector: URSSAF. Beneficiary: Caisse nationale d'assurance-maladie (CNAM).,146947829,0.005033,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 22; Enjeu 2024","Cour low-yield-tax inventory id 22. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 125m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
